"Имя группы","user_id","Сообщение"
"SDU [housing]","512006775","Ищу одну девушку на подселение.  Двухкомнатная квартира в центре на Нурмакова 79.  Будем жить вчетвером.  Все необходимое есть: стиралка, микроволновка, духовка, вентилятор. Квартира новая, ранее не сдавалась, мебель вся новая.  Все девочки работают, чистоплотные. Поэтому ищем тоже работающую, чистоплотную.  В месяц 70к + коммуналка. Заселение с 1 июля."
"SDU [housing]","1171887396","Ребят, ночь добрый, кто нибудь хотел бы подселится к нам, бюджет ±35к 2ушка и нас 2ое, ну или подселение кому то, срочно керек еды"
"SDU [housing]","989056221","Всем привет, я ищу девушку на короткий  и долгий срок 1 комната -до 7 Июля  2комната  7Июля-до … Мы можем договориться о цене изолированной комнаты  Жилой комплекс Асыл Арман Все условия оговариваются перед встречей."
"SDU [housing]","706579495","Ищем на подселение девушку! 🌸ЖК ГУЛДЕР🌸 2х комнатная квартира Будем жить вчетвером.  Заезжать можно с 22го июня. Оплата с каждой 62500+комм услуги(+12,500 депозит с каждой).  Квартира чистая, в каждой комнате свои шкафы, есть пылесос, фильтр для воды и остальные нужные бытовые вещи.  Писать в лс."
"SDU [housing]","852472336","Подселениеге 1 қыз керек (тек қыздар)  Жанымызға 5 ші қыз қажет, 2 комната Адрес: Абая/ Момышұлы.  Жанында Магнум, Метро бар Оплата 40 + комуслуга.  Ішпейтін, шекпейтін, таза тұратын, артық қылғы жоқ, уақытылы ақшасын төлей алатын қыз болса, личкаға жазыңыздар."
"SDU [housing]","5990108806","Манаса / Сатпаева  1 девушка нужна , вторую девушку нашли  50 000+ ком Писать 8747 789 82 67 24-25 июня освободится комната"
"SDU [housing]","840146543","На 27 число ищем 1 девушку на подселение (всего будут жить 4 девушки включая вас)  Квартира просторная (75м^кв), двухкомнатная, есть 2 балкона, санузел раздельный,кухня большая, имеется все для проживания  Все девочки спокойные, чистоплотные, без вредных привычек.   Оплата 58к + коммы  Для фото и подробной информации пишите в лс"
"SDU [housing]","1019237347","Ищем одну-две девушки на подселение на долгий срок(можно только на лето) Заехать можно сразу(хоть сегодня) Адрес: Нурлы дала(напротив апорта), проспект Райымбека 590/11, 1-комнатная, со всеми удобствами Цена: 50к+ком.услуги+интернет"
"KBTU [housing search]","1081298394","Ищем одну девочку на подселение. ЖК Каусар , алмалинский район. Двор безопасный , есть охрана. Жить будут 4 девочек ( с вами ) , по 18 лет. Все работают. Заехать можно хоть сегодня. 60 000 + ком услуги"
"KBTU [housing search]","732590155","Хелоу! Ищу сожителя на долгий срок. Сам не пью, не курю и прошу того же. Заезд в идеале в конце июля-начале августа. Вместе поищем кв двушку до 300к рядом с кбту с хорошим ремонтом. Получается с каждого до 150к. С меня качественные: мультиварка, чайник, фен и тд."
"KBTU [housing search]","6913325467","Алматы!  сниму 1-комнатную квартиру на 2е суток (с 22.06 по 24.06)  приезжаю на выходные,  все норм квартиры за адекватный ценник на airbnb уже заняты 😭  хэлп! писать: @ainailoveyou"
"KBTU [housing search]","390089887","сдаю квартиру в алмасити, студия 30м кв, 150к+комм услуги, есть торг  фото в лс скину"
"KBTU [housing search]","1268687242","Ищу на подселение девушек на летний период(до конца августа)❗️❗️❗️  2-х комнатная квартира,будем жить вчетвером.  Хочу найти квартиру и сожительниц на летний период, можем вместе искать варианты.Или же у меня есть готовые варианты могу предложить.  Район: желательно центр(по Абая, Орбита)  Оплата: около 200-250тыс.  Срочно❗️❗️❗️ 87770594577 Дана"
"KBTU [housing search]","1002644567","Ищу девушку на подселения, заезд с 11 июня, в месяц 65К (квартплата+ком.услуги), насчет кв: есть кошка, комната студийная. +7(776)2649239 писать в whatsapp или в тг, район: гоголя-наурызбай батыра, в 5 мин от арбата, в 8-10 мин до кбту Возраст: 18-22 лет"
"KBTU [housing search]","1567726709","Ищем двух девушек на подселение. Адрес: Саина/Шаляпина. Оплата с каждой 48000+комуслуги За фотографиями в лс"
"KBTU [housing search]","1306570431","СРОЧНО  Ищу на подселение одну девушку на летний период (возможно в дальнейшем и на следующий учебный год).  Однокомнатная квартира, уютная, чистая, с новым ремонтом и мебелью. Все условия имеются (фотографии в лс).  Алматы Арена, до КБТУ 40-50 минут (88,201 автобусы).  Рядом круглосуточный магнум и прочие удобства.  50к + ком.услуги пополам (без депозитов, хозиян я)"
"KBTU [housing search]","1298619917","Подселениеге 2 қыз іздейміз 📌Адрес: Розыбакиева Жандосова қиылысы, Бостандық районында (Мега, мешіт, т.б) 📌Квартира 2 бөлмелі, 4 қыз болып тұрамыз   Айына: 65 000 тг Кіру 10 июнь ге дейін"
"KBTU [housing search]","388044115","Ищем на подселение 2 девочек на лето❗️(3 месяца)❗️  2-х комнатная квартира, находится в районе Коктем - 1, Бухар Жырау - Весновка Квартира уютная, чистая, свежая, есть все необходимое для проживания (вайфай, кондиционер, стиральная машина, микроволновка, телевизор и тд)  В пешей доступности остановки, магазины, магнум.  Оплата 5 числа каждого месяца 56.000 + коммунальные услуги (4-5к)"
"KBTU [housing search]","641034173","Срочно ! Ищу на подселение одного парня только на лето (июнь, июль, август) Одна комнатная аренда: 82000тг все включено (ком.услуги, интернет и нет залога) Адрес: Толе би Розыбакиева 87051736560 Внимание: Курящим, пьющим сразу отказ."
"KBTU [housing search]","466971885","Ищем на подселение 2 девочек на лето❗️(3 месяца)❗️  2-х комнатная квартира, находится в районе Коктем - 1, Бухар Жырау - Весновка Квартира уютная, чистая, свежая, есть все необходимое для проживания (кондиционер, стиральная машина, микроволновка, телевизор и тд)  В пешей доступности остановки, магазины, магнум.  Оплата 5 числа каждого месяца 56.000 + коммунальные услуги (4-5к)"
"KBTU [housing search]","789617913","Ищем на подселение 1 девушку в двухкомнатную квартиру(будем жить в 5) Квартира находится в центре (Алмалинский район)   * есть магнум * рынок тастак * ездят все автобусы как в сторону Меги, так и в сторону Золотого квадрата Оплата: 60к+ком услуги (возвратный депозит 37500 с каждой)  по удобствам: стиралка, микроволновка, телевизор, роутер вайфай, кровать, шкафы  *заселение уже 1 июня* квартира белая, уютная, красивая, для фото пишите в лс"
"KBTU [housing search]","566121281","Ищем двоих девушек в новую, отремонтированную квартиру на подселение с 1 июня (изолированная комната)   Адрес: ЖК Акмарал Оплата: 75К + 8К депозит  Желательно девушки 20-24 лет, работающие/учащиеся, оплачивающие в срок 🙌🏻"
"KBTU [housing search]","5822228244","Срочно ищем на подселение одну девушку в однокомнатную квартиру в центре города🤩  Главное чтобы вовремя оплачивала, не курила, была чистоплотной и уважала чужие границы (п.с мы и сами такие, но и веселые) Возраст от 18-22 Будем жить втроем, мы сами студентки и работаем. Квартира очень уютная, чистая. Находится прямо напротив Казну, ботанического сада, рядом Атакент, весновка🔥Можете спокойно доехать в любую часть города Аренда 200к на троих + ком.услуги Можете заехать с 31-1 числа Если вас заинтересовало, то пишите на ватсап: 87754759343"
"KBTU [housing search]","801199523","Ищем на подселение 1 девочку на летний период. Квартира находится в центре( в 1,2 км от уника), чистая, опрятная, 2-х комнатная. У каждой будет своя кровать. Платим 62500 каждая.Сейчас живем 3 девочек. Без вредных привычек, чистоплотные. Фото в лс отправлю."
"KBTU [housing search]","5634981825","Нужен 1 парень на подселение на июнь, дальше сами решите, остаться или нет 1 комнатная квартира, пересечение Муканова - Толе Би Писать лс @syetori"
